APN,RegisteredDate,PropertyType,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone
5585028028,01/11/2017,Single Family,"6180 W TEMPLE HILL DR
LOS ANGELES, CA 90068
(34.111898, -118.324292)",LOS ANGELES,CA,90068,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2265022067,01/16/2017,Single Family,"14113 W MOORPARK ST
LOS ANGELES, CA 91423
(34.150484, -118.44054)",LOS ANGELES,CA,91423,4,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-804-7437
2220017006,03/14/2017,Single Family,"14949 W HARTLAND ST
VAN NUYS, CA 91405
(34.195283, -118.459293)",VAN NUYS,CA,91405,6,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
2405004029,03/13/2017,Single Family,"7826 N FERNCOLA AVE
LOS ANGELES, CA 91352
(34.212764, -118.355299)",LOS ANGELES,CA,91352,2,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
2507005017,01/31/2017,Single Family,"12468 N RALSTON AVE
LOS ANGELES, CA 91342
(34.296904, -118.452094)",LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
2161004024,01/11/2017,Multi-Family,"5326 N TOPEKA DR
TARZANA, CA 91356
(34.167734, -118.546565)",TARZANA,CA,91356,3,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306
5031012010,02/16/2017,Single Family,"3930 W DON DIABLO DR
LOS ANGELES, CA 90008
(34.008057, -118.344509)",LOS ANGELES,CA,90008,8,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
2226021019,01/31/2017,Single Family,"16755 W VALERIO ST
LOS ANGELES, CA 91406
(34.204779, -118.498239)",LOS ANGELES,CA,91406,6,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
5587018011,04/17/2017,Multi-Family,"1903 N WILTON PL
LOS ANGELES, CA 90068
(34.105423, -118.313652)",LOS ANGELES,CA,90068,4,S & A Capital Partners INC,legal dept,814-827-4661,BSI Financial,registrations dept,5716   Corsa AVE  Westlake Village CA 91362,814-827-4661
5179013018,04/17/2017,Single Family,"3449 E 3RD ST
LOS ANGELES, CA 90063
(34.034221, -118.194837)",LOS ANGELES,CA,90063,14,BROUGHAM FUND I TRUST,Registration Department,814-827-4661,BSI Financial,registrations dept,5716   Corsa AVE  Westlake Village CA 91362,814-827-4661
5716031007,02/17/2017,Single Family,"1067 N RUTLAND AVE
LOS ANGELES, CA 90042
(34.125843, -118.171823)",LOS ANGELES,CA,90042,14,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
5216014018,01/17/2017,Single Family,"4939 E LA CALANDRIA WAY
LOS ANGELES, CA 90032
(34.072552, -118.177069)",LOS ANGELES,CA,90032,14,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2346003017,04/05/2017,Single Family,"12734 W ALBERS ST
LOS ANGELES, CA 91607
(34.170315, -118.410602)",LOS ANGELES,CA,91607,2,CitiMortgage,Erin Theobald,877-290-3997,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2310015027,01/02/2017,Single Family,"12014 W RATNER ST
LOS ANGELES, CA 91605
(34.216808, -118.394976)",LOS ANGELES,CA,91605,6,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405,877-339-8202
2678002015,01/19/2017,Single Family,"10133 N SWINTON AVE
LOS ANGELES, CA 91343
(34.254791, -118.486046)",LOS ANGELES,CA,91343,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2625017023,01/04/2017,Single Family,"9241 N ARLETA AVE
LOS ANGELES, CA 91331
(34.237966, -118.421738)",LOS ANGELES,CA,91331,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
6046017012,02/06/2017,Multi-Family,"9824 S WILMINGTON AVE
LOS ANGELES, CA 90002
(33.947138, -118.238996)",LOS ANGELES,CA,90002,15,PennyMac Loan Services,Manny Mata,805-330-4849,"PennyMac Loan Services, LLC",Giselle Martinez,6101   Condor DR  Moorpark CA 93021,866-545-9070
2108018007,04/03/2017,Single Family,"7933 N SUNNY BRAE AVE
LOS ANGELES, CA 91306
(34.214393, -118.580831)",LOS ANGELES,CA,91306,3,Selene Finance LP,Grace Wesson,877-338-3791,Bron Inc,Grace Wesson,41951   Remington  150 Temecula CA 92590,877-338-3791
5213032097,01/27/2017,Single Family,"4760 E TEMPLETON ST
LOS ANGELES, CA 90032
(34.081873, -118.179871)",LOS ANGELES,CA,90032,14,Law Offices of Pamela Abbott Moore,Pamela Moore,714-288-0180,NULL,NULL,,NULL
5149006028,06/01/2017,Multi-Family,"108 W 2ND ST 1-135
LOS ANGELES, CA 90012
(34.051251, -118.244882)",LOS ANGELES,CA,90012,14,specialized asset management,Douglas Randall,303-470-3633,Eddy Leon,eddy leon,1650   XIMENO AVE  LONG BEACH CA 90804,303-470-3633
2682017017,01/19/2017,Single Family,"11201 N GERALD AVE
LOS ANGELES, CA 91344
(34.274046, -118.494489)",LOS ANGELES,CA,91344,12,Bank of America,VPR Department,800-669-2443,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453
5034011021,01/09/2017,Single Family,"3820 S 6TH AVE
LOS ANGELES, CA 90008
(34.016731, -118.324145)",LOS ANGELES,CA,90008,10,Suntrust,Sarah Berglund,800-336-1197,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2728008012,02/20/2017,Single Family,"10416 N TAMPA AVE
LOS ANGELES, CA 91326
(34.259504, -118.554638)",LOS ANGELES,CA,91326,12,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,National Field Services,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889
2711015039,01/19/2017,Single Family,"17600 W LAHEY ST
LOS ANGELES, CA 91344
(34.273331, -118.517698)",LOS ANGELES,CA,91344,12,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2260017043,02/05/2017,Single Family,"5188 N BRIAN LANE
LOS ANGELES, CA 91436
(34.16477, -118.486781)",LOS ANGELES,CA,91436,5,bayview,Willie Walton,714-848-7920,"Sables Servco, LLC",Jesse Talavera,30   Corporate Park  450 Irvine CA 92606,714-580-8567
2182019009,01/31/2017,Single Family,"4411 N ALONZO AVE
LOS ANGELES, CA 91316
(34.150299, -118.521824)",LOS ANGELES,CA,91316,5,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
2317001031,01/19/2017,Single Family,"7705 N BEN AVE
LOS ANGELES, CA 91605
(34.210499, -118.394336)",LOS ANGELES,CA,91605,6,CitiMortgage,Erin Theobald,877-290-3997,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
7346016012,01/19/2017,Single Family,"1437 W 222ND ST
LOS ANGELES, CA 90501
(33.825684, -118.302872)",LOS ANGELES,CA,90501,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2032019011,01/10/2017,Single Family,"6146 N ROD AVE
LOS ANGELES, CA 91367
(34.182723, -118.662791)",LOS ANGELES,CA,91367,3,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306
5209015018,06/28/2017,Single Family,"2927 N PYRITES ST
LOS ANGELES, CA 90032
(34.080268, -118.194665)",LOS ANGELES,CA,90032,14,"U.S. Bank, N.A. C/O Select Portfolio Servicing",N/A N/A,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5221015009,01/26/2017,Single Family,"2272 N VANDALIA AVE
LOS ANGELES, CA 90032
(34.071704, -118.163312)",LOS ANGELES,CA,90032,14,Provident Savings Bank,Garri Nickel,951-782-6108,NULL,NULL,,NULL
2729011058,01/10/2017,Single Family,"18505 MAYALL
NORTHRIDGE, CA 91324
(34.253277, -118.536744)",NORTHRIDGE,CA,91324,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2538023011,02/03/2017,Single Family,"11314 W SHELDON ST
LOS ANGELES, CA 91352
(34.251387, -118.377185)",LOS ANGELES,CA,91352,7,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,JSM ENTERPRISES,Mortgage Contracting,1091   7TH ST A CALMESA CA 92320,813-387-1100
6015011001,03/13/2017,Single Family,"1658 W 65TH PL
LOS ANGELES, CA 90047
(33.979816, -118.306597)",LOS ANGELES,CA,90047,8,US BANK,Jessica Vanella,612-973-2749,Gallardo Excavation & Preservation,Fernando Gallardo,15465   Kennedy AVE  Fontana CA 92336,909-904-2577
2697017022,01/11/2017,Single Family,"17154 W RINALDI ST
LOS ANGELES, CA 91344
(34.279326, -118.506837)",LOS ANGELES,CA,91344,12,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Safeguard Properties,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125,800-852-8306
2257020035,01/24/2017,Single Family,"5460 WHITE OAK
LOS ANGELES, CA 91436
",LOS ANGELES,CA,91436,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
7560006005,03/22/2017,Single Family,"918 S DODSON AVE
SAN PEDRO, CA 90732
(33.736104, -118.311869)",SAN PEDRO,CA,90732,15,CitiMortgage,Erin Theobald,877-290-3997,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5057013015,04/06/2017,Multi-Family,"2626 S RIMPAU BLVD
LOS ANGELES, CA 90016
(34.031926, -118.347626)",LOS ANGELES,CA,90016,10,Fay Servicing LLC,Grace Wesson,877-338-3791,Bron Inc,Grace Wesson,41951   Remington  150 Temecula CA 92590,877-338-3791
2707004037,01/04/2017,Single Family,"10707 N OVERMAN AVE
LOS ANGELES, CA 91311
(34.264875, -118.578066)",LOS ANGELES,CA,91311,12,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2780023015,01/16/2017,Single Family,"20509 W SCHOENBORN ST
LOS ANGELES, CA 91306
",LOS ANGELES,CA,91306,3,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2260010015,01/04/2017,Single Family,"4910 N LIBBIT AVE
LOS ANGELES, CA 91436
(34.158813, -118.488005)",LOS ANGELES,CA,91436,5,Bank of New York Mellon c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2105016010,01/10/2017,Single Family,"19407 W LORNE ST
LOS ANGELES, CA 91335
(34.216467, -118.555911)",LOS ANGELES,CA,91335,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
5563018007,06/23/2017,Vacant Residential,"8900 W CRESCENT DR
HOLLYWOOD, CA 90046
(34.110625, -118.384622)",HOLLYWOOD,CA,90046,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
4221022157,02/27/2017,Single Family,"5000 CENTINELA AVE
LOS ANGELES, CA 92627
",LOS ANGELES,CA,92627,11,Selene Finance LP,Grace Wesson,951-428-2250,M&M Mortgage co,DEBORAH PRADO,12901  SW 132nd AVE  miami FL 33186,800-336-4890
7559020136,01/23/2017,Single Family,"324 S MIRALESTE DR
SAN PEDRO, CA 99999
(33.742063, -118.31967)",SAN PEDRO,CA,99999,15,"SETERUS, INC",KEVIN QUILLAN,877-735-3637,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244
4229004044,01/28/2017,Single Family,"1026 W BERKELEY DR
LOS ANGELES, CA 90292
(33.987137, -118.447497)",LOS ANGELES,CA,90292,11,Statebridge Company LLC,Frank Robbins,303-962-6753,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
5082014032,06/27/2017,Multi-Family,"4431 W VICTORIA PARK PL
LOS ANGELES, CA 90019
(34.046465, -118.33172)",LOS ANGELES,CA,90019,10,"Deutsche Bank, c/o Select Portfolio Servicing",N/A N/A,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5401025029,01/03/2017,Multi-Family,"2958 W LONDON ST
LOS ANGELES, CA 90026
(34.076858, -118.277325)",LOS ANGELES,CA,90026,13,Selene Finance LP,Grace Wesson,951-428-2250,Bron Inc.,Grace Wesson,41951   Remington AVE  Temecula CA 92590,951-428-2252
2170009037,03/28/2017,Single Family,"22032 W ALIZONDO DR
LOS ANGELES, CA 91364
(34.152608, -118.606501)",LOS ANGELES,CA,91364,3,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
5032022175,03/29/2017,Single Family,"3750 W SANTA ROSALIA DR
LOS ANGELES, CA 90008
(34.008035, -118.338495)",LOS ANGELES,CA,90008,8,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097
4003003006,01/05/2017,Single Family,"4324 W 59TH PL
LOS ANGELES, CA 90043
(33.986161, -118.350998)",LOS ANGELES,CA,90043,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480
2216033014,01/05/2017,Single Family,"13822 W WYANDOTTE ST
LOS ANGELES, CA 91405
(34.203013, -118.4344)",LOS ANGELES,CA,91405,2,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743
7421005008,01/06/2017,Single Family,"317 W R ST
LOS ANGELES, CA 90744
(33.797306, -118.266926)",LOS ANGELES,CA,90744,15,Trustee Corps,Ann Lewis,856-917-3308,Bron Inc.,Grace Wesson,41951   Remington AVE  Temecula CA 92590,951-428-2252
2571016060,05/26/2017,Single Family,"9876 N MARNICE AVE
LOS ANGELES, CA 91042
(34.247132, -118.272261)",LOS ANGELES,CA,91042,7,Brougham Fund,Registration Department,814-827-4661,Rushmore Loan Management Services LLC,Customer Care,15480   Laguna Canyon Rd 100 Irvine Ca 92618,888-504-6700
5048019016,01/04/2017,Multi-Family,"5522 1/2 S CARMONA AVE
LOS ANGELES, CA 90016
",LOS ANGELES,CA,90016,10,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc.",6504   International Pkwy 1500 Plano TX 75093,214-451-0898
2695007025,03/16/2017,Single Family,"17078 W KINGSBURY ST
LOS ANGELES, CA 91344
(34.26357, -118.504984)",LOS ANGELES,CA,91344,12,"SETERUS, INC",KEVIN QUILLAN,877-735-3637,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244
2331011080,05/26/2017,Single Family,"6225 COLDWATER CANYON CYN
LOS ANGELES, CA 91606
(34.183854, -118.413789)",LOS ANGELES,CA,91606,2,Fay Servicing LLC,Grace Wesson,877-338-3791,Bron Inc,Grace Wesson,41951   Remington  150 Temecula CA 92590,877-338-3791
2677019019,01/18/2017,Single Family,"9614 N FRANKIRST AVE
LOS ANGELES, CA 91343
(34.245161, -118.488648)",LOS ANGELES,CA,91343,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Bron Inc,Grace Wesson,41951   Remington  150 Temecula CA 92590,877-338-3791
6051017014,02/07/2017,Single Family,"923 E 106TH ST
LOS ANGELES, CA 90002
(33.940118, -118.257889)",LOS ANGELES,CA,90002,8,Freedom Mortgage,Jared Huffman,855-690-5900,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
5548025068,01/11/2017,Single Family,"7250 FRANKLIN
LOS ANGELES, CA 90046
(34.103421, -118.34747)",LOS ANGELES,CA,90046,4,Bank of America,VPR Department,800-669-2443,Apex Construction Services,Kuhn Mat,3600   Ocean Ranch BLVD  Oceanside CA 92056,760-634-6589
6041027030,01/19/2017,Single Family,"320 E 90TH ST
LOS ANGELES, CA 90003
(33.954692, -118.268632)",LOS ANGELES,CA,90003,9,GUILD MORTGAGE COMPANY,INGRID FOOTE,858-627-2202,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2785008028,01/02/2017,Single Family,"18634 W NAPA ST
LOS ANGELES, CA 91324
(34.226427, -118.539292)",LOS ANGELES,CA,91324,12,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5019017018,04/05/2017,Single Family,"717 W 42ND ST
LOS ANGELES, CA 90037
(34.00703, -118.286463)",LOS ANGELES,CA,90037,9,Fay Servicing LLC,Grace Wesson,877-338-3791,Bron Inc,Grace Wesson,41951   Remington  150 Temecula CA 92590,877-338-3791
6002012003,02/07/2017,Single Family,"1455 W 60TH ST
LOS ANGELES, CA 90047
(33.985885, -118.302137)",LOS ANGELES,CA,90047,8,Champion Mortgage Company c/o BDF Law,Code Compliance,813-387-1100,National Field Services,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889
5049028028,01/16/2017,Single Family,"2843 S MANSFIELD AVE
LOS ANGELES, CA 90016
(34.027854, -118.354011)",LOS ANGELES,CA,90016,10,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2159029030,03/01/2017,Single Family,"5753 N WHITE OAK AVE 1-23
LOS ANGELES, CA 91316
(34.175528, -118.518744)",LOS ANGELES,CA,91316,5,Nationstar Mortgage LLC,Code Compliance,888-480-2432,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
7416027010,01/28/2017,Single Family,"620 N NEPTUNE AVE
LOS ANGELES, CA 90744
(33.777386, -118.268768)",LOS ANGELES,CA,90744,15,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Safeguard Properties,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2779011034,03/15/2017,Single Family,"8538 N ETON AVE
LOS ANGELES, CA 93063
",LOS ANGELES,CA,93063,3,US BANK,Jessica Vanella,612-973-2749,Safeguard,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125,216-739-2900
2629028026,03/21/2017,Single Family,"9158 N MOREHART AVE
LOS ANGELES, CA 91331
(34.236169, -118.409627)",LOS ANGELES,CA,91331,6,BAYVIEW LOAN SERVICING C/O PEAK FORECLOSURE,KELLI ESPINOZA,818-591-9237,NULL,NULL,,NULL
5467016006,01/26/2017,Multi-Family,"4941 N SYCAMORE TER
LOS ANGELES, CA 90042
(34.103892, -118.203247)",LOS ANGELES,CA,90042,1,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,Safeguard Properties,Code Compliance Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125,800-852-8306
2722014004,01/19/2017,Single Family,"21700 W SAN JOSE ST
LOS ANGELES, CA 91311
(34.260836, -118.601906)",LOS ANGELES,CA,91311,12,Flagstar,Grace Wesson,951-428-2250,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5064025012,01/03/2017,Single Family,"2222 S SPAULDING AVE
LOS ANGELES, CA 90016
(34.038183, -118.367229)",LOS ANGELES,CA,90016,10,Wilmington Savings Fund Society C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2074023002,02/10/2017,Single Family,"23110 W BIGLER ST
LOS ANGELES, CA 91364
(34.1612, -118.629499)",LOS ANGELES,CA,91364,3,"BAYVIEW LOAN SERVICING, LLC",Michael Lopata,954-590-7676,M & M MORTGAGE SERVICES,ALEXA URCUYO,1146  N Central Ave 435 Glendale CA 91202,800-336-4890
6004028011,01/09/2017,Single Family,"647 W 60TH ST
LOS ANGELES, CA 90044
(33.985093, -118.285472)",LOS ANGELES,CA,90044,9,PennyMac,Brittni Ferrante,800-468-1743,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835
6001003019,06/22/2017,Multi-Family,"5815 S CIMARRON ST
LOS ANGELES, CA 90047
(33.988778, -118.315688)",LOS ANGELES,CA,90047,8,"Financial Freedom, a division of CIT bank.",Dan Stack,800-441-4428,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431
5549008010,06/27/2017,Single Family,"7019 W MACAPA DR
LOS ANGELES, CA 90068
(34.1172, -118.343484)",LOS ANGELES,CA,90068,4,"Wilmington Trust, C/O Select Portfolio Servicing",N/A N/A,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5502027098,01/17/2017,Single Family,"3314 W 6TH ST
LOS ANGELES, CA 90020
(34.06359, -118.294612)",LOS ANGELES,CA,90020,10,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918
6034027003,06/01/2017,Multi-Family,"1550 W 84TH PL
LOS ANGELES, CA 90047
(33.961826, -118.30431)",LOS ANGELES,CA,90047,8,Ocean Developement,Reid Breitman,714-889-7058,Ocean Development,Reid Breitman,530  NW Glenoaks   Burbank CA 91502,714-889-7058
6083027005,01/26/2017,Multi-Family,"230 E 119TH ST
LOS ANGELES, CA 90061
(33.924662, -118.271019)",LOS ANGELES,CA,90061,15,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Edward Zubia,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-804-7437
5018011054,06/20/2017,Single Family,"818 W 47TH ST
LOS ANGELES, CA 90037
(34.000571, -118.287818)",LOS ANGELES,CA,90037,9,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5022024018,05/03/2017,Single Family,"4120 S 2ND AVE
LOS ANGELES, CA 90008
(34.009975, -118.319281)",LOS ANGELES,CA,90008,10,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
5047012018,06/27/2017,Single Family,"3539 S COCHRAN AVE
LOS ANGELES, CA 90016
(34.022376, -118.361697)",LOS ANGELES,CA,90016,10,"U.S. Bank, N.A. C/O Select Portfolio Servicing",N/A N/A,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2502023050,03/28/2017,Single Family,"14482 W FOOTHILL BLVD
SYLMAR, CA 91342
(34.322734, -118.450138)",SYLMAR,CA,91342,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480
5588002044,03/14/2017,Vacant Residential,"2529 N NOTTINGHAM AVE
LOS ANGELES, CA 90027
(34.114506, -118.301347)",LOS ANGELES,CA,90027,4,Genesis Capital Master Fund II,Scott Sawyer,213-634-1004,NULL,NULL,,NULL
5023011016,04/12/2017,Multi-Family,"3102 W 43RD PL
LOS ANGELES, CA 90008
(34.004414, -118.326748)",LOS ANGELES,CA,90008,10,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
2024039038,02/08/2017,Single Family,"7060 SHOUP
LOS ANGELES, CA 91401
",LOS ANGELES,CA,91401,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Apex Construction Services,Kuhn Mat,3600   Ocean Ranch BLVD  Oceanside CA 92056,760-634-6589
5090012016,01/19/2017,Single Family,"929 S MUIRFIELD RD
LOS ANGELES, CA 90019
(34.057978, -118.330684)",LOS ANGELES,CA,90019,4,"Wilmington Trust Co, as Trustee, c/o Select Portfolio Servicing",Code Violation,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
6059004010,01/19/2017,Single Family,"10046 S LA SALLE AVE
LOS ANGELES, CA 90047
(33.944038, -118.305739)",LOS ANGELES,CA,90047,8,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
6073010006,05/10/2017,Single Family,"224 E 109TH PL
LOS ANGELES, CA 90061
(33.936533, -118.27072)",LOS ANGELES,CA,90061,8,Nationstar Mortgage LLC,Code Compliance,888-480-2432,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
